	S62	S63	S64	S65	S66	S68	S69	S71	S72	S74	S82	S83	S84	S85	S86
LACTOSECAT-PWY	3750.3619883583265	168.31025862273384	8146.142055178003	173.32506737868786	371.65588743875935	365.3992300094363	391.34625158784326	928.8547274743262	876.807094997765	192.1392977107919	3803.7453011573416	250.3513078081518	2974.239619413955	1057.9561928139153	941.9938401947941
LEU-DEG2-PWY	2152.1503583798462	0.0	2177.442982489823	0.0	0.0	0.0	0.0	0.0	12.184723550636257	2262.6185085580155	939.484220018657	47.19084772728519	1726.4104266911024	1548.4759003192576	906.9044114599003
LIPASYN-PWY	0.0	0.0	2.967499999999997e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2872001031622794
LPSSYN-PWY	640.1034504092571	0.0	0.035563291114418784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03516650112620761
MET-SAM-PWY	10541.545729818194	0.0	10901.778855590526	1422.1914280730905	124.67667589106203	356.59047831743567	493.5650085025775	1219.409241305592	1854.5599481029608	1367.7815051008195	4197.548796382788	845.7307712694833	3790.4539649970293	4014.763576762094	3222.1451655809574
METH-ACETATE-PWY	845.401933663457	0.0	5671.427011569855	0.0	270.94084722965175	397.58780940895366	0.0	864.6064539704112	1219.230279477396	0.0	3208.140423066478	1081.705603361927	1708.1499986388637	4041.404412491135	1878.0763020690138
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.92736698161957	0.0	230.44548187631884	0.0
METHGLYUT-PWY	659.1924028414538	0.0	366.3523617217735	0.0	0.0	0.0	0.0	0.0	0.0	240.84209574906268	156.62843320472007	0.0	241.09011545628783	152.25371347646382	289.3345734216277
METHYLGALLATE-DEGRADATION-PWY	326.2140036774309	0.0	298.34542584372036	0.0	0.0	0.0	0.0	0.0	0.0	330.6029186858183	0.0	0.0	0.0	0.008444997474757404	205.20284069560608
NAD-BIOSYNTHESIS-II	2189.0383793388914	0.0	308.2465884547281	0.0	0.0	0.7146044791272456	0.0	0.0	5.443576003570096	1135.7527562373764	73.03172206337412	153.0288816852235	119.31537310368711	503.1714898860082	87.18948454892288
NADSYN-PWY	0.0	0.0	512.4718305243335	0.0	0.0	0.0	0.0	0.0	0.0	190.26363917434253	0.0	0.0	0.0	0.0	341.57469674988573
NAGLIPASYN-PWY	2940.4787976422717	0.0	1836.944995459773	0.0	0.0	1.2730956429436824	139.67254661640976	0.0	152.27118935601044	2396.4911958184575	1220.932579983201	539.4376445090214	2571.414257490577	2348.568274209827	981.0183919055177
NONMEVIPP-PWY	10824.100450188469	0.0	21874.816637899155	0.0	464.5572837368368	1015.7199645826189	475.96859434179174	2569.9956272910813	2931.227783139659	3371.2456444840905	9248.358368050998	2660.1943395619246	9170.31221461486	7368.631401195726	4369.088930333338
NONOXIPENT-PWY	24387.40785651569	202.69734632540406	38383.12544297096	4677.8119556157435	1076.9603713419006	2206.3194377151376	1198.233540359158	5298.22960979981	5336.517142208483	4089.4983019802994	16806.7116035341	3789.8506504387774	15184.68331519199	12393.26578519603	7126.242263928729
OANTIGEN-PWY	10765.957073303049	0.0	16949.822983098013	687.1627483675599	145.85320453033614	882.6156377319619	555.3052865576236	2214.234798694046	2592.478288134439	631.8787956694899	7418.365342103927	1736.6184293600627	7215.243093247529	5780.8172389705005	3377.0144048983852
ORNARGDEG-PWY	384.6936035544179	0.0	0.012482173997667762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012904626391904359
ORNDEG-PWY	268.80419136759417	0.0	32.19072502838175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6766592220708185
P101-PWY	702.0512447914853	0.0	1869.0237953269566	0.0	0.0	0.18892388134300384	0.0	0.0	0.0	0.0	305.76755132355265	130.2442666124283	191.758430905151	20.722796078812312	613.0814549304384
P105-PWY	6915.88175503485	0.0	3374.467966452396	0.0	0.0	0.9153277753211708	0.0	0.0	0.0	3908.020061808989	293.09730914590494	0.0	0.0	0.0	1250.5404781375626
P108-PWY	3780.3156840217275	0.0	4970.15340629159	0.0	0.0	1.7718879465092754	346.9473523352899	219.6239161957284	645.5955062230138	1001.7378034490916	2939.032510720777	809.3543687004933	4064.1467289178586	3743.15071394436	1485.2864660269665
P122-PWY	6340.518346590122	0.0	3255.2672374462804	1836.535973493219	0.0	12.591475138706793	125.77708385779489	138.87627204731757	102.5031605517876	0.0	231.82583556012946	27.06854371442935	617.3719577837962	986.9304382798811	170.18246048511227
P124-PWY	9949.1726932852	0.0	4570.498811406676	1965.531615900294	0.0	76.73206305178721	583.0363033157181	206.78458472996368	120.87397585887194	0.0	274.1211989504085	31.079385399384886	743.1966622041374	1230.6631798009744	197.75897533860484
P125-PWY	1614.7326925896893	0.0	4236.62311263089	0.0	1.0171957875847513	148.92971253545699	0.0	507.4434325090192	1601.6756799312277	910.999477794504	918.1053908913174	171.6712793063671	712.5773169670539	819.8861383088921	482.91851149455795
